filepath,split
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/145.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/795.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/077.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/152.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/007.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/396.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/580.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/344.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/045.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/320.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/312.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/284.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/711.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/526.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/421.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/582.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/424.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/599.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/454.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/118.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/648.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/491.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/273.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/733.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/468.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/238.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/332.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/511.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/347.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/595.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/349.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/645.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/135.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/620.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/526.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/517.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/071.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/541.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/144.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/497.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/801.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/182.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/206.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/642.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/830.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/710.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/030.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/813.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/158.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/607.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/150.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/769.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/295.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/100.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/439.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/197.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/578.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/652.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/793.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/687.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/012.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/585.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/583.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/829.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/533.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/429.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/171.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/584.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/021.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/103.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/285.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/734.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/194.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/680.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/349.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/593.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/549.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/057.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/139.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/657.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/185.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/773.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/012.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/770.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/161.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/653.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/047.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/139.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/651.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/645.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/197.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/125.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/752.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/567.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/133.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/757.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/719.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/805.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/088.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/236.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/028.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/144.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/097.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/574.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/771.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/363.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/154.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/095.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/664.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/005.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/299.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/374.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/639.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/254.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/238.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/712.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/292.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/621.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/220.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/743.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/013.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/020.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/218.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/611.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/571.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/401.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/034.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/153.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/376.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/608.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/443.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/529.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/485.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/323.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/274.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/352.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/587.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/505.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/801.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/427.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/087.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/286.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/658.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/478.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/473.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/375.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/751.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/567.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/634.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/718.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/658.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/019.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/868.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/664.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/585.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/497.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/535.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/104.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/330.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/174.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/657.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/780.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/056.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/579.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/210.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/716.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/600.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/038.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/049.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/385.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/060.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/341.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/110(1).wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/177.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/016.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/592.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/053.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/224.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/429.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/479.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/400.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/838.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/128.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/148.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/199.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/062.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/805.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/241.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/833.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/515.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/323.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/674.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/370.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/287.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/188.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/608.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/422.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/605.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/826.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/177.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/100.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/799.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/449.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/044.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/587.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/066.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/384.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/156.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/124.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/392.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/277.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/504.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/220.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/309.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/659.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/812.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/344.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/443.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/080.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/527.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/363.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/118.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/453.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/165.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/137.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/617.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/333.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/317.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/472.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/182.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/319.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/641.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/246.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/724.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/571.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/230.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/252.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/581.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/037.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/409.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/402.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/290.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/086.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/001.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/173.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/349.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/537.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/835.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/619.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/455.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/272.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/435.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/158.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/355.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/753.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/167.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/432.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/328(1).wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/150.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/872.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/376.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/858.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/687.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/014.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/345.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/270.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/714.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/614.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/554.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/101.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/760.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/288.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/403.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/750.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/208.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/372.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/762.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/537.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/085.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/492.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/016.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/567.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/782.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/332.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/105.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/514.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/630.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/376.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/364.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/112.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/708.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/265.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/283.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/390.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/058.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/753.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/796.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/048.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/787.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/178.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/439.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/635.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/422.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/201.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/777.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/090.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/575.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/044.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/295.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/429.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/MovingMotorVehicle/409.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/079.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/188.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/700.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/553.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/670.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/612.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/181.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/452.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/717.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/207.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/733.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/059.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/215.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/710.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/097.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/213.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/387.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/283.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/489.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/157.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/614.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/465.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Rain/248.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Gunshot/357.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Keyboard/166.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/Footstep/025.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/DogBark/405.wav,train
/content/drive/MyDrive/Thesis_Github_Code/DataSet/SneezeCough/528.wav,train
